chemin;dossier;nom_fichier;utilise;produits_associes;nb_utilisations;taille_octets;niveau_confiance
"/images/terminal-3/spirits/whisky/49E142D0-E8A6-493F-98EA-535E15B59E91.PNG";"terminal-3/spirits/whisky";"49E142D0-E8A6-493F-98EA-535E15B59E91.PNG";"oui";"Rosé 2036 | Pernod 15 ans";"2";"2996091";"Certain"
"/images/terminal-3/spirits/whisky/4BAC5449-29F0-4125-8DC2-B673A30E9CBA.PNG";"terminal-3/spirits/whisky";"4BAC5449-29F0-4125-8DC2-B673A30E9CBA.PNG";"oui";"Lagavulin | Ouzo";"2";"3004449";"Certain"
"/images/terminal-3/spirits/whisky/4CAA5D74-B20D-4AB4-9A48-A6EE52228B6F.PNG";"terminal-3/spirits/whisky";"4CAA5D74-B20D-4AB4-9A48-A6EE52228B6F.PNG";"oui";"Laphroaig Original | Syrah 2020";"2";"2711793";"Certain"
"/images/terminal-3/spirits/whisky/4E0BC80C-DC34-41B6-A44A-4DF395E10C4E.PNG";"terminal-3/spirits/whisky";"4E0BC80C-DC34-41B6-A44A-4DF395E10C4E.PNG";"oui";"Viognier 2019 | Askalon Extra Añejo";"2";"3065131";"Certain"
"/images/terminal-3/spirits/whisky/4E0C2C6E-10C4-4B6F-87C2-74CF0A5F6BDA.PNG";"terminal-3/spirits/whisky";"4E0C2C6E-10C4-4B6F-87C2-74CF0A5F6BDA.PNG";"oui";"Yamazaki Orange | Tubi 60";"2";"3318543";"Certain"
"/images/terminal-3/spirits/whisky/4F25FF1D-5110-4079-8CBF-67986442E249.PNG";"terminal-3/spirits/whisky";"4F25FF1D-5110-4079-8CBF-67986442E249.PNG";"oui";"Hibiki Anisé | Rouge de Galilée 2023";"2";"3281875";"Certain"
"/images/terminal-3/spirits/whisky/531D84BD-A8D4-402D-942C-D77F3B61D27D.PNG";"terminal-3/spirits/whisky";"531D84BD-A8D4-402D-942C-D77F3B61D27D.PNG";"oui";"Petit Castel 2022 | Chivas Regal Cream";"2";"3101917";"Certain"
"/images/terminal-3/spirits/whisky/535531EB-D8DA-40A6-A26E-9AFA42E46076.PNG";"terminal-3/spirits/whisky";"535531EB-D8DA-40A6-A26E-9AFA42E46076.PNG";"oui";"Crown Royal V.S.O.P | Glenfiddich Gold";"2";"3372485";"Certain"
"/images/terminal-3/spirits/whisky/55B61082-799F-4791-B17E-CA71F6459C72.PNG";"terminal-3/spirits/whisky";"55B61082-799F-4791-B17E-CA71F6459C72.PNG";"oui";"Canadian Club | Rosé 2026";"2";"3288416";"Certain"
"/images/terminal-3/spirits/whisky/575B0200-FCDE-47DB-B31C-CB6C41514548.PNG";"terminal-3/spirits/whisky";"575B0200-FCDE-47DB-B31C-CB6C41514548.PNG";"oui";"Merlot 2025 | Johnnie Walker V.S.O.P";"2";"3190067";"Certain"
"/images/terminal-3/spirits/whisky/578E7C85-7DB8-4B1B-8E14-193480CAE9BC.PNG";"terminal-3/spirits/whisky";"578E7C85-7DB8-4B1B-8E14-193480CAE9BC.PNG";"oui";"Famous Grouse Berry | Jack Daniel's Épice";"2";"2826271";"Certain"
"/images/terminal-3/spirits/whisky/5807215C-7F03-4DCF-A842-528D59D6F35E.PNG";"terminal-3/spirits/whisky";"5807215C-7F03-4DCF-A842-528D59D6F35E.PNG";"oui";"Teacher's | Viognier 2029";"2";"3271379";"Certain"
"/images/terminal-3/spirits/whisky/59001DFD-18ED-4E6A-8081-4CB4C5AC7CF9.PNG";"terminal-3/spirits/whisky";"59001DFD-18ED-4E6A-8081-4CB4C5AC7CF9.PNG";"oui";"Syrah 2028 | Hennessy Vanilla";"2";"2969381";"Certain"
"/images/terminal-3/spirits/whisky/59715BE8-570F-4734-9FEA-856EE484BF4A.PNG";"terminal-3/spirits/whisky";"59715BE8-570F-4734-9FEA-856EE484BF4A.PNG";"oui";"Bushmills Classic | Remy Martin Mediterranean";"2";"2827905";"Certain"
"/images/terminal-3/spirits/whisky/5EC225F5-E57A-46F3-B310-CF58601766C5.PNG";"terminal-3/spirits/whisky";"5EC225F5-E57A-46F3-B310-CF58601766C5.PNG";"oui";"Tullamore Dew Distiller's Edition | Petit Castel 2032";"2";"3138154";"Certain"
"/images/terminal-3/spirits/whisky/5F56DA89-A777-4E58-A29E-1D6F36785DB5.PNG";"terminal-3/spirits/whisky";"5F56DA89-A777-4E58-A29E-1D6F36785DB5.PNG";"oui";"Rouge de Galilée 2031 | Havana Club Elite";"2";"2933643";"Certain"
"/images/terminal-3/spirits/whisky/5F95D383-AF3F-452F-8A8C-0CECF4E4CCAA.PNG";"terminal-3/spirits/whisky";"5F95D383-AF3F-452F-8A8C-0CECF4E4CCAA.PNG";"oui";"Khvanchkara 7 ans | Bacardi Reserve";"2";"3320035";"Certain"
"/images/terminal-3/spirits/whisky/5FFD879F-A882-4196-BBDC-A55BC9C9BFAB.PNG";"terminal-3/spirits/whisky";"5FFD879F-A882-4196-BBDC-A55BC9C9BFAB.PNG";"oui";"Ketel One Blanco | Merlot 2035";"2";"3390063";"Certain"
"/images/terminal-3/spirits/whisky/605619A2-1CDE-417C-9AA8-5339206F89C4.PNG";"terminal-3/spirits/whisky";"605619A2-1CDE-417C-9AA8-5339206F89C4.PNG";"oui";"Rosé 2034 | Don Julio Black";"2";"3376991";"Certain"
"/images/terminal-3/spirits/whisky/60DC1DFD-0E50-42FF-B08B-32DD2AFD7EFD.PNG";"terminal-3/spirits/whisky";"60DC1DFD-0E50-42FF-B08B-32DD2AFD7EFD.PNG";"oui";"Beluga Floral | Patrón";"2";"3235652";"Certain"
"/images/terminal-3/spirits/whisky/60EFF1AB-F17C-4BA9-83EC-4E7EC4B9F6F3.PNG";"terminal-3/spirits/whisky";"60EFF1AB-F17C-4BA9-83EC-4E7EC4B9F6F3.PNG";"oui";"Stolichnaya Coffee | Syrah 2018";"2";"3477728";"Certain"
"/images/terminal-3/spirits/whisky/60FBEA0B-017E-4001-8F20-4ECF472CB238.PNG";"terminal-3/spirits/whisky";"60FBEA0B-017E-4001-8F20-4ECF472CB238.PNG";"oui";"Viognier 2037 | Grey Goose Navy Strength";"2";"3393409";"Certain"
"/images/terminal-3/spirits/whisky/6217197E-9F43-4B6E-9B04-112CF4E51C4A.PNG";"terminal-3/spirits/whisky";"6217197E-9F43-4B6E-9B04-112CF4E51C4A.PNG";"oui";"Baileys | Belvedere Orange";"2";"2868376";"Certain"
"/images/terminal-3/spirits/whisky/62C0E7FF-2391-4F24-BD5C-C910DDB00F0A.PNG";"terminal-3/spirits/whisky";"62C0E7FF-2391-4F24-BD5C-C910DDB00F0A.PNG";"oui";"Kahlúa | Rouge de Galilée 2021";"2";"2960777";"Certain"
"/images/terminal-3/spirits/whisky/63A683B5-CAEB-44EB-866F-DDCFF8E5E37B.PNG";"terminal-3/spirits/whisky";"63A683B5-CAEB-44EB-866F-DDCFF8E5E37B.PNG";"oui";"Petit Castel 2020 | Bombay Sapphire Double Wood";"2";"3144368";"Certain"
"/images/terminal-3/spirits/whisky/63B5A750-89FC-472F-8FFE-08B5DA5B4BAF.PNG";"terminal-3/spirits/whisky";"63B5A750-89FC-472F-8FFE-08B5DA5B4BAF.PNG";"oui";"Cointreau Extra Añejo | Tanqueray";"2";"2972155";"Certain"
"/images/terminal-3/spirits/whisky/65467B2A-3665-4B87-BA01-45C84033D082.PNG";"terminal-3/spirits/whisky";"65467B2A-3665-4B87-BA01-45C84033D082.PNG";"oui";"Grand Marnier | Rosé 2024";"2";"3073091";"Certain"
"/images/terminal-3/spirits/whisky/65CEE68A-2DAD-4777-AE5E-6EA5626CEA83.PNG";"terminal-3/spirits/whisky";"65CEE68A-2DAD-4777-AE5E-6EA5626CEA83.PNG";"oui";"Merlot 2023 | Macallan Añejo";"2";"3225238";"Certain"
"/images/terminal-3/spirits/whisky/6B00DDA2-DA8A-4922-A3A2-7202DD1CE503.PNG";"terminal-3/spirits/whisky";"6B00DDA2-DA8A-4922-A3A2-7202DD1CE503.PNG";"oui";"Aperol Cream | Talisker Berry";"2";"3291482";"Certain"
"/images/terminal-3/spirits/whisky/6B30A549-8FC5-4513-BC56-B85CA0DA3199.PNG";"terminal-3/spirits/whisky";"6B30A549-8FC5-4513-BC56-B85CA0DA3199.PNG";"oui";"Ricard Gold | Viognier 2027";"2";"3198186";"Certain"
"/images/terminal-3/spirits/whisky/707C963F-FFFB-44EE-82D1-0482E1B47522.PNG";"terminal-3/spirits/whisky";"707C963F-FFFB-44EE-82D1-0482E1B47522.PNG";"oui";"Syrah 2026 | Laphroaig Original";"2";"3139770";"Certain"
"/images/terminal-3/spirits/whisky/731C329D-EF7D-4B68-A64D-BB8713481C76.PNG";"terminal-3/spirits/whisky";"731C329D-EF7D-4B68-A64D-BB8713481C76.PNG";"oui";"Ouzo V.S.O.P | Ardbeg Classic";"2";"2575729";"Certain"
"/images/terminal-3/spirits/whisky/73817F22-7CC3-4CB6-AFE3-CA1A82E52BCD.PNG";"terminal-3/spirits/whisky";"73817F22-7CC3-4CB6-AFE3-CA1A82E52BCD.PNG";"oui";"Arak Elite 15 ans | Petit Castel 2030";"2";"2964277";"Certain"
"/images/terminal-3/spirits/whisky/73AD132E-1FAA-4792-B342-5434A2A5164D.PNG";"terminal-3/spirits/whisky";"73AD132E-1FAA-4792-B342-5434A2A5164D.PNG";"oui";"Rouge de Galilée 2029 | Hibiki V.S.O.P";"2";"2783658";"Certain"
"/images/terminal-3/spirits/whisky/744D4A59-AFF0-489B-BBDA-55587D68183C.PNG";"terminal-3/spirits/whisky";"744D4A59-AFF0-489B-BBDA-55587D68183C.PNG";"oui";"Tubi 60 Vanilla | Nikka 7 ans";"2";"2830378";"Certain"
"/images/terminal-3/spirits/whisky/74DA2334-57C3-4FD1-B5F9-54C58DA1337F.PNG";"terminal-3/spirits/whisky";"74DA2334-57C3-4FD1-B5F9-54C58DA1337F.PNG";"oui";"Jägermeister Mediterranean | Merlot 2033";"2";"3073480";"Certain"
"/images/terminal-3/spirits/whisky/763CBF1B-765B-44C4-A10C-498997391722.PNG";"terminal-3/spirits/whisky";"763CBF1B-765B-44C4-A10C-498997391722.PNG";"oui";"Rosé 2032 | Canadian Club Citrus";"2";"3122655";"Certain"
"/images/terminal-3/spirits/whisky/7998E75E-45E6-4321-BFF3-12046750A96E.PNG";"terminal-3/spirits/whisky";"7998E75E-45E6-4321-BFF3-12046750A96E.PNG";"oui";"Glenfiddich Elite | Ballantine's Floral";"2";"2678036";"Certain"
"/images/terminal-3/spirits/whisky/7B31356E-469A-417C-B485-A432D7C5C9D3.PNG";"terminal-3/spirits/whisky";"7B31356E-469A-417C-B485-A432D7C5C9D3.PNG";"oui";"Glenlivet 15 ans | Syrah 2036";"2";"3295693";"Certain"
"/images/terminal-3/spirits/whisky/7EECAD02-EA68-4448-97BF-995C7F873D77.PNG";"terminal-3/spirits/whisky";"7EECAD02-EA68-4448-97BF-995C7F873D77.PNG";"oui";"Viognier 2035 | Teacher's";"2";"3162538";"Certain"
"/images/terminal-3/spirits/whisky/7FD74C28-D3BC-41AE-AFE1-80E87D1F4464.PNG";"terminal-3/spirits/whisky";"7FD74C28-D3BC-41AE-AFE1-80E87D1F4464.PNG";"oui";"Jack Daniel's Blanc | Dewar's";"2";"2654769";"Certain"
"/images/terminal-3/spirits/whisky/81D26C13-E97B-4152-A85E-1819984A8202.PNG";"terminal-3/spirits/whisky";"81D26C13-E97B-4152-A85E-1819984A8202.PNG";"oui";"Jameson | Rouge de Galilée 2019";"2";"3126967";"Certain"
"/images/terminal-3/spirits/whisky/84BF830C-8E63-407B-BE4B-A4905547F78A.PNG";"terminal-3/spirits/whisky";"84BF830C-8E63-407B-BE4B-A4905547F78A.PNG";"oui";"Petit Castel 2018 | Tullamore Dew 12 ans";"2";"3393476";"Certain"
"/images/terminal-3/spirits/whisky/84F84950-BD42-4350-B2AD-A6CA9C278029.PNG";"terminal-3/spirits/whisky";"84F84950-BD42-4350-B2AD-A6CA9C278029.PNG";"oui";"Remy Martin Navy Strength | Ararat Extra Añejo";"2";"3168812";"Certain"
"/images/terminal-3/spirits/whisky/863E2BE4-4DB0-44BB-97F2-F01D61B5F2D3.PNG";"terminal-3/spirits/whisky";"863E2BE4-4DB0-44BB-97F2-F01D61B5F2D3.PNG";"oui";"Courvoisier Orange | Rosé 2022";"2";"2906905";"Certain"
"/images/terminal-3/spirits/whisky/885D646D-93D1-42D7-89B8-1DC0FEDDBEB2.PNG";"terminal-3/spirits/whisky";"885D646D-93D1-42D7-89B8-1DC0FEDDBEB2.PNG";"oui";"Merlot 2021 | Ketel One London Dry";"2";"2728879";"Certain"
"/images/terminal-3/spirits/whisky/887DF729-18BD-48B7-AEB6-6A7FDC3894CB.PNG";"terminal-3/spirits/whisky";"887DF729-18BD-48B7-AEB6-6A7FDC3894CB.PNG";"oui";"Bacardi 18 ans | Cîroc Cream";"2";"3308501";"Certain"
"/images/terminal-3/spirits/whisky/891A20A5-EF42-4D41-871F-07227A7D18B9.PNG";"terminal-3/spirits/whisky";"891A20A5-EF42-4D41-871F-07227A7D18B9.PNG";"oui";"Mount Gay | Viognier 2025";"2";"2651104";"Certain"
"/images/terminal-3/spirits/whisky/8BDC6378-F8C5-494B-ADA5-5A18ED3AEF23.PNG";"terminal-3/spirits/whisky";"8BDC6378-F8C5-494B-ADA5-5A18ED3AEF23.PNG";"oui";"Syrah 2024 | Stolichnaya 12 ans";"2";"1880387";"Certain"
"/images/terminal-3/spirits/whisky/91357CA6-1FE0-465F-BD51-446ACDC4B121.PNG";"terminal-3/spirits/whisky";"91357CA6-1FE0-465F-BD51-446ACDC4B121.PNG";"oui";"Patrón Añejo | Smirnoff";"2";"3611774";"Certain"
"/images/terminal-3/spirits/whisky/92003B9A-823A-458C-90E4-C569027F0092.PNG";"terminal-3/spirits/whisky";"92003B9A-823A-458C-90E4-C569027F0092.PNG";"oui";"Jose Cuervo Berry | Petit Castel 2028";"2";"3254034";"Certain"
"/images/terminal-3/spirits/whisky/92052200-8F02-467D-924C-8A5F0A9DD944.PNG";"terminal-3/spirits/whisky";"92052200-8F02-467D-924C-8A5F0A9DD944.PNG";"oui";"Rouge de Galilée 2027 | Kahlúa Reposado";"2";"3376966";"Certain"
"/images/terminal-3/spirits/whisky/932C99A8-0DAF-444F-9361-C1A1C7F30A84.PNG";"terminal-3/spirits/whisky";"932C99A8-0DAF-444F-9361-C1A1C7F30A84.PNG";"oui";"Belvedere Original | Amarula Vanilla";"2";"3549944";"Certain"
"/images/terminal-3/spirits/whisky/9391CA31-BFF2-4641-9076-764A0085C267.PNG";"terminal-3/spirits/whisky";"9391CA31-BFF2-4641-9076-764A0085C267.PNG";"oui";"Absolut Classic | Merlot 2031";"2";"3305218";"Certain"
"/images/terminal-3/spirits/whisky/94C04090-203C-41D3-8926-A9215EFD657E.PNG";"terminal-3/spirits/whisky";"94C04090-203C-41D3-8926-A9215EFD657E.PNG";"oui";"Rosé 2030 | Grand Marnier";"2";"3100671";"Certain"
"/images/terminal-3/spirits/whisky/95009844-0AE6-406E-B1F2-5BEA0C729D2E.PNG";"terminal-3/spirits/whisky";"95009844-0AE6-406E-B1F2-5BEA0C729D2E.PNG";"oui";"Tanqueray V.S.O.P | Campari Elite";"2";"2690943";"Certain"
"/images/terminal-3/spirits/whisky/98F96E98-090C-4CAB-8B51-44D0CF28147B.PNG";"terminal-3/spirits/whisky";"98F96E98-090C-4CAB-8B51-44D0CF28147B.PNG";"oui";"Hendrick's Black | Syrah 2034";"2";"2412645";"Certain"
"/images/terminal-3/spirits/whisky/9B18948C-45F7-48E8-9AF3-E390878AADA5.PNG";"terminal-3/spirits/whisky";"9B18948C-45F7-48E8-9AF3-E390878AADA5.PNG";"oui";"Viognier 2033 | Ricard V.S.O.P";"2";"3447225";"Certain"
"/images/terminal-3/spirits/whisky/9B3C670B-8317-48CA-90DE-E569B9559545.PNG";"terminal-3/spirits/whisky";"9B3C670B-8317-48CA-90DE-E569B9559545.PNG";"oui";"Talisker Citrus | Pernod Blanc";"2";"1660410";"Certain"
"/images/terminal-3/spirits/whisky/9B5D5953-44A3-4EBE-A333-12B078C69ADB.PNG";"terminal-3/spirits/whisky";"9B5D5953-44A3-4EBE-A333-12B078C69ADB.PNG";"oui";"Lagavulin Floral | Rouge de Galilée 2037";"2";"3381727";"Certain"
"/images/terminal-3/spirits/whisky/9C9C00F6-3C60-4E23-A0D7-0377A23C14BF.PNG";"terminal-3/spirits/whisky";"9C9C00F6-3C60-4E23-A0D7-0377A23C14BF.PNG";"oui";"Petit Castel 2036 | Arak Elite Original";"2";"1900305";"Certain"
"/images/terminal-3/spirits/whisky/9CE3992A-D05E-4375-BD12-095551B0AB4E.PNG";"terminal-3/spirits/whisky";"9CE3992A-D05E-4375-BD12-095551B0AB4E.PNG";"oui";"Ardbeg | Askalon Navy Strength";"2";"3018147";"Certain"
"/images/terminal-3/spirits/whisky/9E904A9F-64E3-4ED1-852F-95C799539067.PNG";"terminal-3/spirits/whisky";"9E904A9F-64E3-4ED1-852F-95C799539067.PNG";"oui";"Yamazaki Double Wood | Rosé 2018";"2";"3106961";"Certain"
"/images/terminal-3/spirits/whisky/9F77F0EB-4EC5-46EC-9DD8-78168CAB153E.PNG";"terminal-3/spirits/whisky";"9F77F0EB-4EC5-46EC-9DD8-78168CAB153E.PNG";"oui";"Merlot 2019 | Jägermeister Anisé";"2";"3302951";"Certain"
"/images/terminal-3/spirits/whisky/A1BE37C8-7AEB-4A4F-961F-E275B3DE5406.PNG";"terminal-3/spirits/whisky";"A1BE37C8-7AEB-4A4F-961F-E275B3DE5406.PNG";"oui";"Nikka | Chivas Regal 18 ans";"2";"2097429";"Certain"
"/images/terminal-3/spirits/whisky/A63FCAF5-DECE-4566-BCD7-1C496C3F7FF8.PNG";"terminal-3/spirits/whisky";"A63FCAF5-DECE-4566-BCD7-1C496C3F7FF8.PNG";"oui";"Crown Royal Extra Añejo | Viognier 2021";"2";"2809259";"Certain"
"/images/terminal-3/spirits/whisky/A86F32E6-6E4F-46D8-83D7-2ABF7EAF587F.PNG";"terminal-3/spirits/whisky";"A86F32E6-6E4F-46D8-83D7-2ABF7EAF587F.PNG";"oui";"Syrah 2022 | Glenlivet Épice";"2";"1672801";"Certain"
"/images/terminal-3/spirits/whisky/AAF9C2CF-8ECC-4F0A-8DED-214761702F6B.PNG";"terminal-3/spirits/whisky";"AAF9C2CF-8ECC-4F0A-8DED-214761702F6B.PNG";"oui";"Ballantine's London Dry | Johnnie Walker Añejo";"2";"3315257";"Certain"
"/images/terminal-3/spirits/whisky/AE95F99F-A871-4EF0-8768-9A328E660EF4.PNG";"terminal-3/spirits/whisky";"AE95F99F-A871-4EF0-8768-9A328E660EF4.PNG";"oui";"Famous Grouse Cream | Petit Castel 2024";"2";"3111644";"Certain"
"/images/terminal-3/spirits/whisky/B1B375EE-EBA9-459E-AC86-D1F5E1B8AE41.PNG";"terminal-3/spirits/whisky";"B1B375EE-EBA9-459E-AC86-D1F5E1B8AE41.PNG";"oui";"Rouge de Galilée 2025 | Jameson";"2";"1576172";"Certain"
"/images/terminal-3/spirits/whisky/B6831122-11DE-4879-9E9A-B6CAD0E68C3C.PNG";"terminal-3/spirits/whisky";"B6831122-11DE-4879-9E9A-B6CAD0E68C3C.PNG";"oui";"Dewar's Distiller's Edition | Hennessy Original";"2";"2994486";"Certain"
"/images/terminal-3/spirits/whisky/B7497B7E-9EA2-4210-A1F1-9AFF4E6EC573.PNG";"terminal-3/spirits/whisky";"B7497B7E-9EA2-4210-A1F1-9AFF4E6EC573.PNG";"oui";"Bushmills | Merlot 2027";"2";"3183518";"Certain"
"/images/terminal-3/spirits/whisky/BD3D92B3-CC9B-47BA-92D8-9A447560924E.PNG";"terminal-3/spirits/whisky";"BD3D92B3-CC9B-47BA-92D8-9A447560924E.PNG";"oui";"Rosé 2028 | Courvoisier Reserve";"2";"3233087";"Certain"
"/images/terminal-3/spirits/whisky/BDA8241A-E448-4F82-9AD9-D202E58CC1B5.PNG";"terminal-3/spirits/whisky";"BDA8241A-E448-4F82-9AD9-D202E58CC1B5.PNG";"oui";"Ararat Reposado | Havana Club";"2";"3521437";"Certain"
"/images/terminal-3/spirits/whisky/C03B2B1D-8C93-4380-A57F-30CD4F801F2C.PNG";"terminal-3/spirits/whisky";"C03B2B1D-8C93-4380-A57F-30CD4F801F2C.PNG";"oui";"Khvanchkara Vanilla | Syrah 2030";"2";"3440974";"Certain"
"/images/terminal-3/spirits/whisky/C2590F49-6A25-4D94-9259-5398A199F7AF.PNG";"terminal-3/spirits/whisky";"C2590F49-6A25-4D94-9259-5398A199F7AF.PNG";"oui";"Viognier 2031 | Mount Gay Blanco";"2";"2864543";"Certain"
"/images/terminal-3/spirits/whisky/C383A7CB-7A43-4DFD-A8DA-BC025E0FAFE1.PNG";"terminal-3/spirits/whisky";"C383A7CB-7A43-4DFD-A8DA-BC025E0FAFE1.PNG";"oui";"Cîroc | Don Julio Citrus";"2";"1703632";"Certain"
"/images/terminal-3/spirits/whisky/C3F3B0B6-AB8C-4C75-AF2B-6DC5A9C910FA.PNG";"terminal-3/spirits/whisky";"C3F3B0B6-AB8C-4C75-AF2B-6DC5A9C910FA.PNG";"oui";"Beluga Elite | Rouge de Galilée 2033";"2";"3291108";"Certain"
"/images/terminal-3/spirits/whisky/C51B1188-6ABF-4134-8865-BB631D06C6F8.PNG";"terminal-3/spirits/whisky";"C51B1188-6ABF-4134-8865-BB631D06C6F8.PNG";"oui";"Petit Castel 2034 | Jose Cuervo Coffee";"2";"2785564";"Certain"
"/images/terminal-3/spirits/whisky/C6738FBE-0D43-48D6-9FCF-A137B64697E6.PNG";"terminal-3/spirits/whisky";"C6738FBE-0D43-48D6-9FCF-A137B64697E6.PNG";"oui";"Smirnoff V.S.O.P | Grey Goose";"2";"2838615";"Certain"
"/images/terminal-3/spirits/whisky/C6FC0F6A-D6DC-491E-9EAE-01DC5B93301A.PNG";"terminal-3/spirits/whisky";"C6FC0F6A-D6DC-491E-9EAE-01DC5B93301A.PNG";"oui";"Baileys 12 ans | Rosé 2036";"2";"2441944";"Certain"
"/images/terminal-3/spirits/whisky/C7232714-AD52-4F4F-BE75-C6D0C7B8C030.PNG";"terminal-3/spirits/whisky";"C7232714-AD52-4F4F-BE75-C6D0C7B8C030.PNG";"oui";"Merlot 2037 | Absolut V.S.O.P";"2";"3416091";"Certain"
"/images/terminal-3/spirits/whisky/CA15B508-9D86-4DB6-9AD9-0BAB136878F7.PNG";"terminal-3/spirits/whisky";"CA15B508-9D86-4DB6-9AD9-0BAB136878F7.PNG";"oui";"Amarula Original | Bombay Sapphire";"2";"3291735";"Certain"
"/images/terminal-3/spirits/whisky/CB533A02-0B4D-42C7-A5B4-C0685A3F862C.PNG";"terminal-3/spirits/whisky";"CB533A02-0B4D-42C7-A5B4-C0685A3F862C.PNG";"oui";"Cointreau Navy Strength | Viognier 2019";"2";"3079664";"Certain"
"/images/terminal-3/spirits/whisky/CBF29EA3-AA56-439A-A550-341C7EF79C3F.PNG";"terminal-3/spirits/whisky";"CBF29EA3-AA56-439A-A550-341C7EF79C3F.PNG";"oui";"Syrah 2020 | Hendrick's";"2";"2982961";"Certain"
"/images/terminal-3/spirits/whisky/CCFC6ECB-FB57-4FD2-8F0E-FB125041A444.PNG";"terminal-3/spirits/whisky";"CCFC6ECB-FB57-4FD2-8F0E-FB125041A444.PNG";"oui";"Campari Anisé | Macallan London Dry";"2";"2684804";"Certain"
"/images/terminal-3/spirits/whisky/CE7456AA-47F3-4BA7-9927-C0F6805D6204.PNG";"terminal-3/spirits/whisky";"CE7456AA-47F3-4BA7-9927-C0F6805D6204.PNG";"oui";"Aperol 12 ans | Petit Castel 2022";"2";"3077085";"Certain"
"/images/terminal-3/spirits/whisky/D1555ABE-B616-4D4F-A9A0-FC158D6F6EF7.PNG";"terminal-3/spirits/whisky";"D1555ABE-B616-4D4F-A9A0-FC158D6F6EF7.PNG";"oui";"Rouge de Galilée 2023 | Lagavulin Gold";"2";"3109335";"Certain"
"/images/terminal-3/spirits/whisky/D2DE5B5D-2B73-4837-8A53-08931C020F96.PNG";"terminal-3/spirits/whisky";"D2DE5B5D-2B73-4837-8A53-08931C020F96.PNG";"oui";"Pernod 15 ans | Laphroaig Distiller's Edition";"2";"3063471";"Certain"
"/images/terminal-3/spirits/whisky/D3237FFE-3458-4A6A-987D-BFABC35E0C03.PNG";"terminal-3/spirits/whisky";"D3237FFE-3458-4A6A-987D-BFABC35E0C03.PNG";"oui";"Ouzo Añejo | Merlot 2025";"2";"2714912";"Certain"
"/images/terminal-3/spirits/whisky/D336208C-B110-481A-A1ED-6D7127A8FB30.PNG";"terminal-3/spirits/whisky";"D336208C-B110-481A-A1ED-6D7127A8FB30.PNG";"oui";"Rosé 2026 | Yamazaki 7 ans";"2";"3282859";"Certain"
"/images/terminal-3/spirits/whisky/D3B33B20-FD70-4179-8AE0-D26FE77D0924.PNG";"terminal-3/spirits/whisky";"D3B33B20-FD70-4179-8AE0-D26FE77D0924.PNG";"oui";"Askalon | Hibiki Reposado";"2";"2849578";"Certain"
"/images/terminal-3/spirits/whisky/D49E6A14-AAEA-4E1F-91B1-A64486E9A7DC.PNG";"terminal-3/spirits/whisky";"D49E6A14-AAEA-4E1F-91B1-A64486E9A7DC.PNG";"oui";"Tubi 60 Original | Syrah 2028";"2";"3154962";"Certain"
"/images/terminal-3/spirits/whisky/D6F9B49D-3382-4BCC-A6FA-7A04801A1CED.PNG";"terminal-3/spirits/whisky";"D6F9B49D-3382-4BCC-A6FA-7A04801A1CED.PNG";"oui";"Viognier 2029 | Crown Royal Mediterranean";"2";"2993690";"Certain"
"/images/terminal-3/spirits/whisky/D85772A5-B989-4FCE-963B-8092FC5BD80A.PNG";"terminal-3/spirits/whisky";"D85772A5-B989-4FCE-963B-8092FC5BD80A.PNG";"oui";"Chivas Regal 15 ans | Canadian Club";"2";"3310064";"Certain"
"/images/terminal-3/spirits/whisky/DE9CBC48-CEBA-46FD-82F2-B7C71EB19C10.PNG";"terminal-3/spirits/whisky";"DE9CBC48-CEBA-46FD-82F2-B7C71EB19C10.PNG";"oui";"Glenfiddich | Rouge de Galilée 2031";"2";"3085032";"Certain"
"/images/terminal-3/spirits/whisky/DF87F93C-61FE-47F1-9396-3F9CD37DCD3D.PNG";"terminal-3/spirits/whisky";"DF87F93C-61FE-47F1-9396-3F9CD37DCD3D.PNG";"oui";"Petit Castel 2032 | Famous Grouse";"2";"2473196";"Certain"
"/images/terminal-3/spirits/whisky/E11D9656-AB8E-4240-8A94-CD64B7751016.PNG";"terminal-3/spirits/whisky";"E11D9656-AB8E-4240-8A94-CD64B7751016.PNG";"oui";"Johnnie Walker Blanco | Teacher's";"2";"2841645";"Certain"
"/images/terminal-3/spirits/whisky/E1871D54-24C5-4FE3-A776-6D034437F1B4.PNG";"terminal-3/spirits/whisky";"E1871D54-24C5-4FE3-A776-6D034437F1B4.PNG";"oui";"Jack Daniel's Citrus | Rosé 2034";"2";"2653933";"Certain"
"/images/terminal-3/spirits/whisky/E2281AA8-C639-4F57-82BD-35E72F2FBC7B.PNG";"terminal-3/spirits/whisky";"E2281AA8-C639-4F57-82BD-35E72F2FBC7B.PNG";"oui";"Merlot 2035 | Bushmills";"2";"2700296";"Certain"
"/images/terminal-3/spirits/whisky/E2EBB10A-664E-4605-8989-21C0A1514B72.PNG";"terminal-3/spirits/whisky";"E2EBB10A-664E-4605-8989-21C0A1514B72.PNG";"oui";"Hennessy Coffee | Tullamore Dew Original";"2";"3462163";"Certain"
